"Začiatok vykazovania","Koniec vykazovania","Názov kampane","Doručenie kampane","Nastavenie pričítania",Výsledky,"Result indicator",Dosah,Frekvencia,"Cena za výsledky","Rozpočet zostavy reklám","Typ rozpočtu zostavy reklám","Minutá suma (EUR)",Koniec,Impresie,"CPM (cena za 1000 impresií) (EUR)","Kliknutia na odkaz",shop_clicks,"CPC (cena za kliknutie na odkaz) (EUR)","CTR (miera prekliknutia odkazu)","Kliknutia (všetky)","CTR (všetko)","CPC (all) (EUR)","Pozretia cieľovej stránky","Cena za pozretie cieľovej stránky (EUR)","Results (initial)","Results (initial) indicator"
2025-09-11,2025-09-11,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-09-11,2025-09-11,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-11,2025-09-11,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-11,2025-09-11,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-11,2025-09-11,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-11,2025-09-11,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-10,2025-09-10,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-09-10,2025-09-10,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-10,2025-09-10,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-10,2025-09-10,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-10,2025-09-10,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-10,2025-09-10,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-09,2025-09-09,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-09-09,2025-09-09,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-09,2025-09-09,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-09,2025-09-09,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-09,2025-09-09,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-09,2025-09-09,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-08,2025-09-08,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-09-08,2025-09-08,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-08,2025-09-08,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-08,2025-09-08,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-08,2025-09-08,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-08,2025-09-08,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-07,2025-09-07,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-09-07,2025-09-07,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-07,2025-09-07,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-07,2025-09-07,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-07,2025-09-07,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-07,2025-09-07,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-06,2025-09-06,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-09-06,2025-09-06,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-06,2025-09-06,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-06,2025-09-06,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-06,2025-09-06,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-06,2025-09-06,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-05,2025-09-05,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-09-05,2025-09-05,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-05,2025-09-05,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-05,2025-09-05,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-05,2025-09-05,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-05,2025-09-05,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-04,2025-09-04,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-09-04,2025-09-04,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-04,2025-09-04,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-04,2025-09-04,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-04,2025-09-04,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-04,2025-09-04,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-03,2025-09-03,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-09-03,2025-09-03,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-03,2025-09-03,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-03,2025-09-03,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-03,2025-09-03,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-03,2025-09-03,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-02,2025-09-02,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-09-02,2025-09-02,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-02,2025-09-02,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-02,2025-09-02,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-02,2025-09-02,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-02,2025-09-02,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-01,2025-09-01,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-09-01,2025-09-01,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-01,2025-09-01,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-01,2025-09-01,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-01,2025-09-01,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-09-01,2025-09-01,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-31,2025-08-31,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-08-31,2025-08-31,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-31,2025-08-31,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-31,2025-08-31,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-31,2025-08-31,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-31,2025-08-31,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-30,2025-08-30,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-08-30,2025-08-30,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-30,2025-08-30,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-30,2025-08-30,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-30,2025-08-30,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-30,2025-08-30,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-29,2025-08-29,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-08-29,2025-08-29,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-29,2025-08-29,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-29,2025-08-29,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-29,2025-08-29,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-29,2025-08-29,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-28,2025-08-28,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-08-28,2025-08-28,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-28,2025-08-28,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-28,2025-08-28,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-28,2025-08-28,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-28,2025-08-28,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-27,2025-08-27,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-08-27,2025-08-27,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-27,2025-08-27,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-27,2025-08-27,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-27,2025-08-27,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-27,2025-08-27,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-26,2025-08-26,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-08-26,2025-08-26,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-26,2025-08-26,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-26,2025-08-26,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-26,2025-08-26,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-26,2025-08-26,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-25,2025-08-25,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-08-25,2025-08-25,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-25,2025-08-25,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-25,2025-08-25,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-25,2025-08-25,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-25,2025-08-25,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-24,2025-08-24,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-08-24,2025-08-24,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-24,2025-08-24,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-24,2025-08-24,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-24,2025-08-24,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-24,2025-08-24,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-23,2025-08-23,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-08-23,2025-08-23,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-23,2025-08-23,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-23,2025-08-23,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-23,2025-08-23,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-23,2025-08-23,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-22,2025-08-22,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-08-22,2025-08-22,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-22,2025-08-22,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-22,2025-08-22,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-22,2025-08-22,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-22,2025-08-22,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-21,2025-08-21,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-08-21,2025-08-21,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-21,2025-08-21,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-21,2025-08-21,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-21,2025-08-21,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-21,2025-08-21,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-20,2025-08-20,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-08-20,2025-08-20,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-20,2025-08-20,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-20,2025-08-20,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-20,2025-08-20,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-20,2025-08-20,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-19,2025-08-19,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-08-19,2025-08-19,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-19,2025-08-19,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-19,2025-08-19,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-19,2025-08-19,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-19,2025-08-19,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-18,2025-08-18,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-08-18,2025-08-18,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-18,2025-08-18,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-18,2025-08-18,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-18,2025-08-18,"FilipZ | Traffic | LPV",inactive,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-18,2025-08-18,"FilipZ | Traffic | Page likes",inactive,"1-day click",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-17,2025-08-17,"(H) Promo postu",completed,"7-day click or 1-day view",,,0,0,,"Using ad set budget",0,0,2026-06-29,0,0,,,,,0,0,0,,,,
2025-08-17,2025-08-17,"(H) Konverze",active,"7-day click, 1-day view, or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-17,2025-08-17,"Filip | Sales | RMKT",inactive,"7-day click or 1-day engaged-view",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
2025-08-17,2025-08-17,"FilipZ | Sales | TOF",inactive,"Multiple attribution settings",,,0,0,,"Using ad set budget",0,0,Prebieha,0,0,,,,,0,0,0,,,,
